tool,TP,FP,TN,FN,PRECISION,ACCURACY,RECALL,F1,Project
pmd,0,1122,1903,8,0.0,0.6274315858885592,0.6274315858885592,0.0,gedcomx-java
pmd,9,360,779,9,0.024390243902439,0.6810717372515125,0.6810717372515125,0.0465116279069767,git-client-plugin
pmd,4,198,306,25,0.0198019801980198,0.5816135084427767,0.5816135084427767,0.0346320346320346,github-api
pmd,0,553,239,296,0.0,0.2196691176470588,0.2196691176470588,0.0,gooddata-java
pmd,1,1250,1875,34,0.0007993605115907,0.5936708860759494,0.5936708860759494,0.0015552099533437,gradoop
pmd,0,131,1357,33,0.0,0.8921761998685076,0.8921761998685076,0.0,guava
pmd,18,262,827,27,0.0642857142857142,0.7451499118165785,0.7451499118165785,0.1107692307692307,gwtbootstrap3
pmd,1,7188,1271,0,0.0001391014049241,0.150354609929078,0.150354609929078,0.0002781641168289,hasor
pmd,858,3445,1159,345,0.1993957703927492,0.3473394179438608,0.3473394179438608,0.311660007264802,hazelcast
pmd,3,3641,541,29,0.0008232711306256,0.129093497864262,0.129093497864262,0.0016322089227421,hk2
pmd,0,338,182,0,0.0,0.35,0.35,0.0,hppc
pmd,74,1140,1791,138,0.0609555189456342,0.5933821189945911,0.5933821189945911,0.1037868162692847,httpclient
pmd,0,682,653,1,0.0,0.4887724550898203,0.4887724550898203,0.0,ij1-patcher
pmd,0,1257,311,0,0.0,0.1983418367346938,0.1983418367346938,0.0,imglib2
pmd,0,0,259,71,0.0,0.7848484848484848,0.7848484848484848,0.0,immutables
pmd,2,603,743,18,0.0033057851239669,0.5453879941434846,0.5453879941434846,0.0064,infovore
pmd,2,1073,1221,3,0.001860465116279,0.531970421922575,0.531970421922575,0.0037037037037037,jackcess
pmd,247,2534,449,209,0.0888169723121179,0.2023844140738586,0.2023844140738586,0.1526104417670682,jackrabbit-oak
pmd,8,1603,1633,38,0.004965859714463,0.5,0.5,0.0096560048280024,jackson-core
pmd,72,2594,3686,384,0.0270067516879219,0.5578978622327792,0.5578978622327792,0.0461242793081358,jackson-databind
pmd,7,190,377,3,0.0355329949238578,0.6655112651646448,0.6655112651646448,0.0676328502415459,jackson-dataformat-xml
pmd,43,2088,1860,112,0.020178320037541,0.4638069705093833,0.4638069705093833,0.0376202974628171,jannovar
pmd,6,260,286,8,0.0225563909774436,0.5214285714285715,0.5214285714285715,0.0428571428571428,java-util
pmd,0,0,0,0,0.0,0.0,0.0,0.0,javamailspec
pmd,10,868,762,7,0.0113895216400911,0.4687310261080752,0.4687310261080752,0.0223463687150838,javasimon
pmd,0,3397,2344,0,0.0,0.4082912384601985,0.4082912384601985,0.0,javassist
pmd,2,635,941,5,0.0031397174254317,0.5957043588123816,0.5957043588123816,0.0062111801242236,jaxb2-basics
pmd,0,31,0,0,0.0,0.0,0.0,0.0,jaxb2-maven-plugin
pmd,104,146,19,53,0.416,0.3819875776397515,0.3819875776397515,0.5110565110565111,jboss-ejb-client
pmd,0,258,286,5,0.0,0.5209471766848816,0.5209471766848816,0.0,jbossws-spi
pmd,5,180,208,19,0.027027027027027,0.5169902912621359,0.5169902912621359,0.0478468899521531,jcunit
pmd,2,108,83,3,0.0181818181818181,0.4336734693877551,0.4336734693877551,0.0347826086956521,jenkins-sonar-plugin
pmd,3,784,330,0,0.0038119440914866,0.2981199641897941,0.2981199641897941,0.0075949367088607,jline2
pmd,1,1951,1533,8,0.0005122950819672,0.4391640423704552,0.4391640423704552,0.0010198878123406,jmeld
pmd,0,0,500,10,0.0,0.9803921568627452,0.9803921568627452,0.0,jmeter-plugins
pmd,0,16,400,0,0.0,0.9615384615384616,0.9615384615384616,0.0,jndn
pmd,0,86,123,4,0.0,0.5774647887323944,0.5774647887323944,0.0,jongo
pmd,11,28,45,6,0.282051282051282,0.6222222222222222,0.6222222222222222,0.3928571428571429,jqassistant
pmd,6,413,147,4,0.0143198090692124,0.2684210526315789,0.2684210526315789,0.0279720279720279,json-io
pmd,0,228,173,0,0.0,0.4314214463840399,0.4314214463840399,0.0,jsonj
pmd,2,176,158,1,0.0112359550561797,0.4747774480712166,0.4747774480712166,0.0220994475138121,jsr107tck
pmd,0,605,551,42,0.0,0.4599332220367279,0.4599332220367279,0.0,junit
pmd,0,177,307,18,0.0,0.6115537848605578,0.6115537848605578,0.0,junit-plugin
pmd,0,72,9,0,0.0,0.1111111111111111,0.1111111111111111,0.0,killbill
pmd,8,1644,680,12,0.0048426150121065,0.2935153583617747,0.2935153583617747,0.0095693779904306,kontraktor
pmd,0,0,0,0,0.0,0.0,0.0,0.0,ldbc_driver
pmd,0,0,209,943,0.0,0.1814236111111111,0.1814236111111111,0.0,mahout
pmd,0,128,193,0,0.0,0.6012461059190031,0.6012461059190031,0.0,matrix-project-plugin
pmd,0,0,0,0,0.0,0.0,0.0,0.0,maven-shared
pmd,1,430,267,1,0.0023201856148491,0.3834048640915594,0.3834048640915594,0.0046189376443418,metrics
pmd,40,193,244,27,0.1716738197424892,0.5634920634920635,0.5634920634920635,0.2666666666666666,mgwt
pmd,18,3122,960,12,0.0057324840764331,0.23784046692607,0.23784046692607,0.0113564668769716,mina-sshd
pmd,61,266,263,142,0.1865443425076452,0.4426229508196721,0.4426229508196721,0.230188679245283,moquette
pmd,0,50,35,0,0.0,0.4117647058823529,0.4117647058823529,0.0,morphia
pmd,0,3239,3026,0,0.0,0.4830007980845969,0.4830007980845969,0.0,mp4parser
pmd,0,290,288,0,0.0,0.4982698961937716,0.4982698961937716,0.0,mule-common
pmd,8,1385,683,10,0.005743000717875,0.3312559923298178,0.3312559923298178,0.0113394755492558,mybatis-3
pmd,7,39,39,5,0.1521739130434782,0.5111111111111111,0.5111111111111111,0.2413793103448276,mybatis-spring
pmd,0,414,254,0,0.0,0.3802395209580838,0.3802395209580838,0.0,nbm-maven-plugin
pmd,4,1233,1515,17,0.0032336297493936,0.548573492235464,0.548573492235464,0.0063593004769475,neo4j-ogm
pmd,0,228,247,0,0.0,0.52,0.52,0.0,nettosphere
pmd,1,136,156,11,0.0072992700729927,0.5164473684210527,0.5164473684210527,0.0134228187919463,netty-socketio
pmd,134,6787,910,24,0.0193613639647449,0.1329089751750477,0.1329089751750477,0.0378584545839807,nfsdb
pmd,34,365,450,30,0.0852130325814536,0.5506257110352674,0.5506257110352674,0.1468682505399567,ninja
pmd,0,345,377,2,0.0,0.5207182320441989,0.5207182320441989,0.0,objectify
pmd,0,599,291,1,0.0,0.3265993265993266,0.3265993265993266,0.0,omnifaces
pmd,1,723,562,1,0.0013812154696132,0.4374514374514374,0.4374514374514374,0.0027548209366391,ormlite-core
pmd,141,2253,1098,188,0.0588972431077694,0.3366847826086956,0.3366847826086956,0.1035622475211164,owlapi
pmd,2,19,69,9,0.0952380952380952,0.7171717171717171,0.7171717171717171,0.125,owner
pmd,741,2287,464,339,0.2447159841479524,0.3145392847820412,0.3145392847820412,0.3607594936708861,pdfbox
pmd,0,334,357,0,0.0,0.516642547033285,0.516642547033285,0.0,pebble
pmd,11,2822,1360,18,0.0038828097423226,0.3255758727143196,0.3255758727143196,0.0076869322152341,pgjdbc
pmd,3,220,135,6,0.0134529147982062,0.3791208791208791,0.3791208791208791,0.0258620689655172,photon
pmd,0,172,47,0,0.0,0.2146118721461187,0.2146118721461187,0.0,podam
pmd,0,185,187,1,0.0,0.5013404825737265,0.5013404825737265,0.0,pushy
pmd,23,1613,2079,24,0.0140586797066014,0.5621824017116877,0.5621824017116877,0.0273321449792038,qpid-proton
pmd,0,327,399,0,0.0,0.5495867768595041,0.5495867768595041,0.0,randomcoder-website
pmd,0,415,295,4,0.0,0.4131652661064425,0.4131652661064425,0.0,raven-java
pmd,9,588,769,8,0.0150753768844221,0.5662299854439592,0.5662299854439592,0.0293159609120521,redpen
pmd,0,0,0,0,0.0,0.0,0.0,0.0,remoting
pmd,26,808,636,85,0.0311750599520383,0.4257234726688103,0.4257234726688103,0.055026455026455,requestor
pmd,15,453,389,9,0.032051282051282,0.4665127020785219,0.4665127020785219,0.0609756097560975,rest-assured
pmd,32,7435,4835,208,0.0042855229677246,0.389048760991207,0.389048760991207,0.0083041390943298,riak-java-client
pmd,0,41,77,0,0.0,0.652542372881356,0.652542372881356,0.0,rosette-common-java-api
pmd,1,178,200,24,0.0055865921787709,0.4987593052109181,0.4987593052109181,0.0098039215686274,rtree
pmd,0,403,368,0,0.0,0.4773022049286641,0.4773022049286641,0.0,rxjava-extras
pmd,0,348,84,0,0.0,0.1944444444444444,0.1944444444444444,0.0,saltstack-netapi-client-java
pmd,0,1275,806,1,0.0,0.3871277617675312,0.3871277617675312,0.0,scheduler
pmd,8,664,452,9,0.0119047619047619,0.4060017652250662,0.4060017652250662,0.02322206095791,selenese-runner-java
pmd,119,3126,3247,30,0.0366718027734976,0.516099356025759,0.516099356025759,0.070123747790218,service-proxy
pmd,0,0,0,0,0.0,0.0,0.0,0.0,servicemix-bundles
pmd,0,0,0,0,0.0,0.0,0.0,0.0,servicemix4-bundles
pmd,0,966,1098,1,0.0,0.5317191283292978,0.5317191283292978,0.0,sirona
pmd,1,183,38,10,0.0054347826086956,0.168103448275862,0.168103448275862,0.0102564102564102,sonar-javascript
pmd,85,275,72,0,0.2361111111111111,0.3634259259259259,0.3634259259259259,0.3820224719101123,sonar-php
pmd,56,150,65,18,0.2718446601941747,0.4186851211072664,0.4186851211072664,0.3999999999999999,sonar-python
pmd,3,376,458,13,0.0079155672823219,0.5423529411764706,0.5423529411764706,0.0151898734177215,spatial4j
pmd,17,54,37,26,0.2394366197183098,0.4029850746268656,0.4029850746268656,0.2982456140350877,spring-cloud-config
pmd,9,372,390,28,0.0236220472440944,0.4993742177722152,0.4993742177722152,0.0430622009569378,spring-cloud-netflix
pmd,4,927,608,8,0.0042964554242749,0.3956043956043956,0.3956043956043956,0.0084835630965005,sqlite-jdbc
pmd,0,334,329,0,0.0,0.4962292609351433,0.4962292609351433,0.0,sslr
pmd,6,844,745,10,0.0070588235294117,0.4679127725856697,0.4679127725856697,0.0138568129330254,stapler
pmd,1,39,29,0,0.025,0.4347826086956521,0.4347826086956521,0.048780487804878,storm-crawler
pmd,100,354,234,91,0.2202643171806167,0.4287548138639281,0.4287548138639281,0.3100775193798449,stormpath-sdk-java
pmd,0,0,65,0,0.0,1.0,1.0,0.0,stringtemplate4
pmd,0,221,601,13,0.0,0.7197604790419162,0.7197604790419162,0.0,stripe-java
pmd,0,16108,2733,0,0.0,0.145055994904729,0.145055994904729,0.0,swagger-codegen
pmd,14,181,123,17,0.0717948717948717,0.408955223880597,0.408955223880597,0.1238938053097345,swagger-maven-plugin
pmd,0,733,981,0,0.0,0.5723453908984831,0.5723453908984831,0.0,swrlapi
pmd,377,1677,654,1050,0.1835443037974683,0.2743480574773816,0.2743480574773816,0.2166044240160873,tachyon
pmd,9,200,182,6,0.0430622009569378,0.4811083123425693,0.4811083123425693,0.0803571428571428,takari-lifecycle
pmd,0,864,714,0,0.0,0.4524714828897338,0.4524714828897338,0.0,td-import-java
pmd,1,204,437,4,0.0048780487804878,0.6780185758513931,0.6780185758513931,0.0095238095238095,testdroid-api
pmd,0,0,0,0,0.0,0.0,0.0,0.0,testgen
pmd,26,2205,404,9,0.0116539668310174,0.1626323751891074,0.1626323751891074,0.0229479258605472,titan
pmd,0,0,396,9,0.0,0.9777777777777776,0.9777777777777776,0.0,traccar
pmd,13,902,623,33,0.014207650273224,0.4048376830044558,0.4048376830044558,0.0270551508844953,transfuse
pmd,126,753,1221,109,0.1433447098976109,0.6097781801720236,0.6097781801720236,0.2262118491921005,twilio-java
pmd,5,1401,1395,203,0.003556187766714,0.4660452729693741,0.4660452729693741,0.0061957868649318,twitter4j
pmd,54,5553,1794,142,0.0096308186195826,0.2449953599363648,0.2449953599363648,0.01861106324315,undertow
pmd,0,0,12164,46,0.0,0.9962325962325962,0.9962325962325962,0.0,unitime
pmd,0,0,1,13,0.0,0.0714285714285714,0.0714285714285714,0.0,vertigo
pmd,0,308,142,0,0.0,0.3155555555555555,0.3155555555555555,0.0,vertx-deploy-tools
pmd,0,271,230,1,0.0,0.4581673306772908,0.4581673306772908,0.0,webbit
pmd,4,508,520,10,0.0078125,0.5028790786948176,0.5028790786948176,0.0152091254752851,webmagic
pmd,69,4324,472,33,0.0157068062827225,0.1104532462229481,0.1104532462229481,0.0307007786429365,wildfly-elytron
pmd,0,174,84,2,0.0,0.3230769230769231,0.3230769230769231,0.0,xmvn
