tool,TP,FP,TN,FN,PRECISION,ACCURACY,RECALL,F1,Project
sonarqube,18,2104,4269,131,0.0084825636192271,0.6573137074517019,0.6573137074517019,0.0158520475561426,service-proxy
sonarqube,0,0,0,0,0.0,0.0,0.0,0.0,servicemix-bundles
sonarqube,0,0,0,0,0.0,0.0,0.0,0.0,servicemix4-bundles
sonarqube,1,727,1337,0,0.0013736263736263,0.6479418886198547,0.6479418886198547,0.0027434842249657,sirona
sonarqube,9,27,194,2,0.25,0.875,0.875,0.3829787234042552,sonar-javascript
sonarqube,0,39,308,85,0.0,0.7129629629629629,0.7129629629629629,0.0,sonar-php
sonarqube,11,49,166,63,0.1833333333333333,0.6124567474048442,0.6124567474048442,0.1641791044776119,sonar-python
sonarqube,12,410,424,4,0.0284360189573459,0.5129411764705882,0.5129411764705882,0.0547945205479452,spatial4j
sonarqube,18,19,72,25,0.4864864864864865,0.6716417910447762,0.6716417910447762,0.45,spring-cloud-config
sonarqube,19,287,475,18,0.0620915032679738,0.6182728410513142,0.6182728410513142,0.1107871720116618,spring-cloud-netflix
sonarqube,7,540,995,5,0.0127970749542961,0.6477052359405301,0.6477052359405301,0.0250447227191413,sqlite-jdbc
sonarqube,0,238,425,0,0.0,0.6410256410256411,0.6410256410256411,0.0,sslr
sonarqube,6,560,1029,10,0.0106007067137809,0.6448598130841121,0.6448598130841121,0.0206185567010309,stapler
sonarqube,0,21,47,1,0.0,0.6811594202898551,0.6811594202898551,0.0,storm-crawler
sonarqube,85,161,427,106,0.3455284552845528,0.6572528883183568,0.6572528883183568,0.3890160183066361,stormpath-sdk-java
sonarqube,0,0,65,0,0.0,1.0,1.0,0.0,stringtemplate4
sonarqube,13,378,444,0,0.0332480818414322,0.5473053892215569,0.5473053892215569,0.0643564356435643,stripe-java
sonarqube,0,2363,16478,0,0.0,0.8745820285547476,0.8745820285547476,0.0,swagger-codegen
sonarqube,15,68,236,16,0.180722891566265,0.7492537313432835,0.7492537313432835,0.2631578947368421,swagger-maven-plugin
sonarqube,0,863,851,0,0.0,0.4964994165694282,0.4964994165694282,0.0,swrlapi
sonarqube,956,455,1876,471,0.6775336640680368,0.7535923363491219,0.7535923363491219,0.6737138830162086,tachyon
sonarqube,6,154,228,9,0.0375,0.5894206549118388,0.5894206549118388,0.0685714285714285,takari-lifecycle
sonarqube,0,582,996,0,0.0,0.6311787072243346,0.6311787072243346,0.0,td-import-java
sonarqube,4,126,515,1,0.0307692307692307,0.8034055727554179,0.8034055727554179,0.0592592592592592,testdroid-api
sonarqube,0,0,0,0,0.0,0.0,0.0,0.0,testgen
sonarqube,0,0,2609,35,0.0,0.9867624810892588,0.9867624810892588,0.0,titan
sonarqube,0,0,396,9,0.0,0.9777777777777776,0.9777777777777776,0.0,traccar
sonarqube,18,362,1163,28,0.0473684210526315,0.7517504774029281,0.7517504774029281,0.0845070422535211,transfuse
sonarqube,50,877,1097,185,0.0539374325782092,0.5192394748755093,0.5192394748755093,0.0860585197934595,twilio-java
sonarqube,176,1244,1552,32,0.1239436619718309,0.5752330226364847,0.5752330226364847,0.2162162162162162,twitter4j
sonarqube,0,0,7347,196,0.0,0.9740156436431128,0.9740156436431128,0.0,undertow
sonarqube,0,0,12164,46,0.0,0.9962325962325962,0.9962325962325962,0.0,unitime
sonarqube,0,0,1,13,0.0,0.0714285714285714,0.0714285714285714,0.0,vertigo
sonarqube,0,51,399,0,0.0,0.8866666666666667,0.8866666666666667,0.0,vertx-deploy-tools
sonarqube,0,105,396,1,0.0,0.7888446215139442,0.7888446215139442,0.0,webbit
sonarqube,10,375,653,4,0.0259740259740259,0.6362763915547025,0.6362763915547025,0.050125313283208,webmagic
sonarqube,0,0,4796,102,0.0,0.9791751735402204,0.9791751735402204,0.0,wildfly-elytron
sonarqube,1,57,201,1,0.0172413793103448,0.7769230769230769,0.7769230769230769,0.0333333333333333,xmvn
